product_id,tab,product_name,upc,department,category,current_image_path,ak_wholesale_product_name,ak_image_url,notes
smoking-03339,smoking,SmokeBuddy Jr. Green,651277420031,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03340,smoking,SmokeBuddy Jr. Teal,651277420079,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03341,smoking,SmokeBuddy Jr. Yellow,651277420017,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03342,smoking,SmokeBuddy MEGA Black,651277042011,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03343,smoking,TERP SLURPERS SET,819436015935,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03344,smoking,TOKER ASHTRAY,810171025906,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03345,smoking,TOKER POKER DESIGN,tokerpoker,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03346,smoking,TOKER POKER REGULAR,tokerpokerreg,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03347,smoking,TOP CIGARETTE INJECTOR 100,077170260244,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03348,smoking,TOP CIGARETTE ROLLER,08640234,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03349,smoking,TYSON RANCH CONE ROLLER,0100819500024689,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03350,smoking,Trailer Park Boys Large Tray,tpbrollingtraylrg,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03351,smoking,Trailer Park Boys Small Tray,tpbrollingtray,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03352,smoking,WOOD GUITAR DUGOUT,064021,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03353,smoking,WOOD KIT BOX LARGE,6142100000,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03354,smoking,WOOD KIT BOX SMALL,6142200000,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03355,smoking,ZEN CIGAR ROLLER,716165152767,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03356,smoking,ZIG ZAG CIGARETTE ROLLER,784762990198,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03357,smoking,ZIGZAG 78MM ROLLER,784762990204,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03358,smoking,eFest Lush Q2 Charger,6958946201880,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03359,smoking,eFest Pro C4 Charger,6958946201699,SMOKE'S,SMOKING ACCESSORIES,,,,
smoking-03360,smoking,$2 GLASS STORAGE JAR,6417200000,SMOKE'S,STORAGE,,,,
smoking-03361,smoking,CIGARETTE HOLDERS DESIGN,06182901001,SMOKE'S,STORAGE,,,,
smoking-03362,smoking,DOOB TUBES REGULAR,6369900000,SMOKE'S,STORAGE,,,,
smoking-03363,smoking,G-ROLLZ TIN BOX LARGE,06170201001,SMOKE'S,STORAGE,,,,
smoking-03364,smoking,G-ROLLZ TIN BOX MEDIUM,06170301001,SMOKE'S,STORAGE,,,,
smoking-03365,smoking,TIGHT VAC STORAGE JAR LARGE,jar116a,SMOKE'S,STORAGE,,,,
smoking-03366,smoking,TIGHT VAC STORAGE JAR SMALL,JAR144A,SMOKE'S,STORAGE,,,,
smoking-03367,smoking,BLAZY SUSAN CARBON FILTERS PINK,051497331641,SMOKE'S,TIPS,,,,
smoking-03368,smoking,BLAZY SUSAN CARBON FILTERS PINK 50-PACK,051497383695,SMOKE'S,TIPS,,,,
smoking-03369,smoking,BLAZY SUSAN CARBON FILTERS PURPLE,051497363338,SMOKE'S,TIPS,,,,
smoking-03370,smoking,BLAZY SUSAN CARBON FILTERS PURPLE 50-PACK,051497383701,SMOKE'S,TIPS,,,,
smoking-03371,smoking,BLAZY SUSAN PRE ROLLED TIPS 100 PACK,051497282011,SMOKE'S,TIPS,,,,
smoking-03372,smoking,RAW BLACK W-WIDE TIPS PRE ROLLED,716165299967,SMOKE'S,TIPS,,,,
smoking-03373,smoking,RAW PLANTABLE GARDEN TIPS,716165303152,SMOKE'S,TIPS,,,,
smoking-03374,smoking,FESS HANDMADE WOODEN PIPE,061617010011,SMOKE'S,WOOD PIPE,,,,
smoking-03375,smoking,FESS HUNGARIAN CALABASH WOODEN PIPE,061618010010,SMOKE'S,WOOD PIPE,,,,
smoking-03376,smoking,BLAZY SUSAN ROSE WRAPS,810134921771,SMOKE'S,WRAPS,,,,
smoking-03377,smoking,BLAZY SUSAN TEA LEAF WRAPS,810134926622,SMOKE'S,WRAPS,,,,
smoking-03378,smoking,KING PALM BANANA GOJI WRAPS,810089611727,SMOKE'S,WRAPS,,,,
smoking-03379,smoking,KING PALM HONEY GOJI WRAPS,810089611741,SMOKE'S,WRAPS,,,,
smoking-03380,smoking,KING PALM MANGO GOJI WRAPS,810089611734,SMOKE'S,WRAPS,,,,
smoking-03381,smoking,KING PALM NATURAL GOJI WRAPS,810089611758,SMOKE'S,WRAPS,,,,
smoking-03382,smoking,KING PALM STRAWBERRY GOJI WRAPS,810089611710,SMOKE'S,WRAPS,,,,
smoking-03383,smoking,RUNTZ WRAPS AGAVE,765105170316,SMOKE'S,WRAPS,,,,
smoking-03384,smoking,RUNTZ WRAPS BANANA SPLIT,765105169877,SMOKE'S,WRAPS,,,,
smoking-03385,smoking,RUNTZ WRAPS FRESH STRAWBERRY,765105170309,SMOKE'S,WRAPS,,,,
smoking-03386,smoking,RUNTZ WRAPS NATURAL,765105169860,SMOKE'S,WRAPS,,,,
smoking-03387,smoking,RUNTZ WRAPS VANILLA CREAM,765105169884,SMOKE'S,WRAPS,,,,
smoking-03388,smoking,AL CAPONE SWEETS,717519001106,TOBACCO,Uncategorized,,,,
smoking-03389,smoking,Camel SNUS,01236830,TOBACCO,Uncategorized,,,,
smoking-03390,smoking,Copenhagen,07388215,TOBACCO,Uncategorized,,,,
smoking-03391,smoking,High Voltage double flush,0019213590093,TOBACCO,Uncategorized,,,,
smoking-03392,smoking,KING PALM FRUIT PASSION 2PK,854029008666,TOBACCO,Uncategorized,,,,
smoking-03393,smoking,Premier Cig Making Machine,066619002200,TOBACCO,Uncategorized,,,,
smoking-03394,smoking,Razzo Purple Punch,687368859084,TOBACCO,Uncategorized,,,,
smoking-03395,smoking,Slapwoods Cigar Cones,738607283013,TOBACCO,Uncategorized,,,,
smoking-03396,smoking,Zig-Zag King Size Cig Filt Tub,784762007483,TOBACCO,Uncategorized,,,,
smoking-03397,smoking,BOX OF DUTCH MASTER 15-PACK,dutch15,TOBACCO,BLUNT BOXES,,,,
smoking-03398,smoking,BOX OF DUTCH MASTER ROYAL HAZE 15-PACK,6099400000,TOBACCO,BLUNT BOXES,,,,
smoking-03399,smoking,BOX OF GAME 15-PACK,game20,TOBACCO,BLUNT BOXES,,,,
smoking-03400,smoking,BOX OF GARCI A VEGA 15-PACK,6184400000,TOBACCO,BLUNT BOXES,,,,
smoking-03401,smoking,BOX OF SWISHER 15-PACK,swisher15,TOBACCO,BLUNT BOXES,,,,
smoking-03402,smoking,BOX OF WHITE OWL 15-PACK,whiteowl15,TOBACCO,BLUNT BOXES,,,,
smoking-03403,smoking,1882 BOURBON,031700049860,TOBACCO,BLUNT'S,,,,
smoking-03404,smoking,1882 HONEY BERRY,031700049075,TOBACCO,BLUNT'S,,,,
smoking-03405,smoking,1882 IRISH CREAM,031700055687,TOBACCO,BLUNT'S,,,,
smoking-03406,smoking,1882 SWEET AROMATIC,031700048665,TOBACCO,BLUNT'S,,,,
smoking-03407,smoking,4KS APRICOTBRANDY,818892019761,TOBACCO,BLUNT'S,,,,
smoking-03408,smoking,4KS BLACK SWEET,"842426163941,842426171441,842426165204,842426165594",TOBACCO,BLUNT'S,,,,
smoking-03409,smoking,4KS BLUEBERRY PINEAPPLE,"818892019235,842426165624",TOBACCO,BLUNT'S,,,,
smoking-03410,smoking,4KS DIAMOND,"842426151566,842426187930,842426165655",TOBACCO,BLUNT'S,,,,
smoking-03411,smoking,4KS DIAMOND,842426165266,TOBACCO,BLUNT'S,,,,
smoking-03412,smoking,4KS FRENCH VANILLA,"842426165686,842426165297,818892013523",TOBACCO,BLUNT'S,,,,
smoking-03413,smoking,4KS GREEN SWEET,"842426154253,842426150385,842426165716",TOBACCO,BLUNT'S,,,,
smoking-03414,smoking,4KS GREEN SWEET,842426165327,TOBACCO,BLUNT'S,,,,
smoking-03415,smoking,4KS KIWI BERRY,"842426165358,818892019358",TOBACCO,BLUNT'S,,,,
smoking-03416,smoking,4KS KIWI BERRY,842426165747,TOBACCO,BLUNT'S,,,,
smoking-03417,smoking,4KS MANGO,"842426165778,842426165389,818892013516",TOBACCO,BLUNT'S,,,,
smoking-03418,smoking,4KS MELONBERRY,"842426165419,842426165808,818892017118",TOBACCO,BLUNT'S,,,,
smoking-03419,smoking,4KS NAPA GRAPE,842426165440,TOBACCO,BLUNT'S,,,,
smoking-03420,smoking,4KS NAPA GRAPE,"842426165839,818892013493",TOBACCO,BLUNT'S,,,,
smoking-03421,smoking,4KS SWEET DELICIOUS,"818892013486,842426165471,842426165860",TOBACCO,BLUNT'S,,,,
smoking-03422,smoking,4KS WATERMELON,842426165501,TOBACCO,BLUNT'S,,,,
smoking-03423,smoking,4KS WATERMELON,"842426165891,818892013509",TOBACCO,BLUNT'S,,,,
smoking-03424,smoking,4KS WATERMELON GRAPE,"842426165921,818892019389",TOBACCO,BLUNT'S,,,,
smoking-03425,smoking,4KS WHITE GRAPE,"842426161879,842426165952,818892018511",TOBACCO,BLUNT'S,,,,
smoking-03426,smoking,4KS WHITE GRAPE,"842426187787,842426165563",TOBACCO,BLUNT'S,,,,
smoking-03427,smoking,4Ks CranberryApple,818892019297,TOBACCO,BLUNT'S,,,,
smoking-03428,smoking,4Ks PumpkinSpice,818892014360,TOBACCO,BLUNT'S,,,,
smoking-03429,smoking,4Ks PurpleSensation,818892019792,TOBACCO,BLUNT'S,,,,
smoking-03430,smoking,4Ks StrawberryCheesecake,818892015657,TOBACCO,BLUNT'S,,,,
smoking-03431,smoking,4Ks StrawberryLemonade,818892017088,TOBACCO,BLUNT'S,,,,
smoking-03432,smoking,4Ks Ultimate,818892019266,TOBACCO,BLUNT'S,,,,
smoking-03433,smoking,AL CAPONE SWEETS 2PK,717519011013,TOBACCO,BLUNT'S,,,,
smoking-03434,smoking,AL CAPONE SWEETS FILTER 2PK,717519011419,TOBACCO,BLUNT'S,,,,
smoking-03435,smoking,BACKWOODS BANANA,071610203099,TOBACCO,BLUNT'S,,,,
smoking-03436,smoking,BACKWOODS BANANA FOSTER,071610212169,TOBACCO,BLUNT'S,,,,
smoking-03437,smoking,BACKWOODS BATCH NO. 002,071610203211,TOBACCO,BLUNT'S,,,,
smoking-03438,smoking,BACKWOODS BLACK,071610203457,TOBACCO,BLUNT'S,,,,
smoking-03439,smoking,BACKWOODS BLACK RUSSIAN,071610202658,TOBACCO,BLUNT'S,,,,
smoking-03440,smoking,BACKWOODS BLACK RUSSIAN 1PK,071610202665,TOBACCO,BLUNT'S,,,,
smoking-03441,smoking,BACKWOODS BOLD,071610203471,TOBACCO,BLUNT'S,,,,
smoking-03442,smoking,BACKWOODS CHI SWEET SUNNERTIME,071610212312,TOBACCO,BLUNT'S,,,,
smoking-03443,smoking,BACKWOODS CHOCOLATE,071610204225,TOBACCO,BLUNT'S,,,,
smoking-03444,smoking,BACKWOODS COGNAC XO,071610202832,TOBACCO,BLUNT'S,,,,
smoking-03445,smoking,BACKWOODS COGNAC XO,071610202849,TOBACCO,BLUNT'S,,,,
smoking-03446,smoking,BACKWOODS CONNECTICUT SPECIAL,071610203402,TOBACCO,BLUNT'S,,,,
smoking-03447,smoking,BACKWOODS DARK BERRY,071610209497,TOBACCO,BLUNT'S,,,,
smoking-03448,smoking,BACKWOODS DARK LEAF 5PK,071610202818,TOBACCO,BLUNT'S,,,,
smoking-03449,smoking,BACKWOODS DARK STOUT,071610302723,TOBACCO,BLUNT'S,,,,
smoking-03450,smoking,BACKWOODS DARK STOUT 1PK,071610302754,TOBACCO,BLUNT'S,,,,
smoking-03451,smoking,BACKWOODS GENERATION NOW,071610203310,TOBACCO,BLUNT'S,,,,
smoking-03452,smoking,BACKWOODS GRAPE,071610203532,TOBACCO,BLUNT'S,,,,
smoking-03453,smoking,BACKWOODS GUATEMALA SATIN,071610203396,TOBACCO,BLUNT'S,,,,
smoking-03454,smoking,BACKWOODS HONEY,071610301832,TOBACCO,BLUNT'S,,,,
smoking-03455,smoking,BACKWOODS HONEY BERRY,071610299573,TOBACCO,BLUNT'S,,,,
smoking-03456,smoking,BACKWOODS HONEY BERRY 1PK,071610302037,TOBACCO,BLUNT'S,,,,
smoking-03457,smoking,BACKWOODS HONEY BOURBON,071610302266,TOBACCO,BLUNT'S,,,,
smoking-03458,smoking,BACKWOODS HONEY BOURBON 1PK,071610302297,TOBACCO,BLUNT'S,,,,
smoking-03459,smoking,BACKWOODS HONEYBERRY,071610301863,TOBACCO,BLUNT'S,,,,
smoking-03460,smoking,BACKWOODS HOU,071610212329,TOBACCO,BLUNT'S,,,,
smoking-03461,smoking,BACKWOODS LA AROMATIC 5PK,071610212275,TOBACCO,BLUNT'S,,,,
smoking-03462,smoking,BACKWOODS ORIG 1PK,071610301955,TOBACCO,BLUNT'S,,,,
smoking-03463,smoking,BACKWOODS ORIGINAL,071610301894,TOBACCO,BLUNT'S,,,,
smoking-03464,smoking,BACKWOODS PENNSYLVANIA PRIMO,071610203808,TOBACCO,BLUNT'S,,,,
smoking-03465,smoking,BACKWOODS RUSSIAN CREAM,071610203006,TOBACCO,BLUNT'S,,,,
smoking-03466,smoking,BACKWOODS RUSSIAN CREAM,071610209749,TOBACCO,BLUNT'S,,,,
smoking-03467,smoking,BACKWOODS RUSSIAN CREAM,071610302792,TOBACCO,BLUNT'S,,,,
smoking-03468,smoking,BACKWOODS RUSSIAN CREAM 1PK,071610303065,TOBACCO,BLUNT'S,,,,
smoking-03469,smoking,BACKWOODS SMOKE CARAMEL,071610211698,TOBACCO,BLUNT'S,,,,
smoking-03470,smoking,BACKWOODS SMOOTH,071610203440,TOBACCO,BLUNT'S,,,,
smoking-03471,smoking,BACKWOODS SWEET 1PK,071610301986,TOBACCO,BLUNT'S,,,,
smoking-03472,smoking,BACKWOODS SWEET AROMATIC,071610299603,TOBACCO,BLUNT'S,,,,
smoking-03473,smoking,BACKWOODS SWEET AROMATIC,071610301924,TOBACCO,BLUNT'S,,,,
smoking-03474,smoking,BACKWOODS VANILLA 5PK,071610203358,TOBACCO,BLUNT'S,,,,
smoking-03475,smoking,BACKWOODS WHITE,071610203570,TOBACCO,BLUNT'S,,,,
smoking-03476,smoking,BACKWOODS WILD RUM,071610202856,TOBACCO,BLUNT'S,,,,
smoking-03477,smoking,BACKWOODS WILD RUM 1PK,071610202863,TOBACCO,BLUNT'S,,,,
smoking-03478,smoking,BACKWOODS ZAZA,071610203228,TOBACCO,BLUNT'S,,,,
smoking-03479,smoking,BLACK & MILD APPLE PLASTIC,070137100881,TOBACCO,BLUNT'S,,,,
smoking-03480,smoking,BLACK & MILD APPLE PLASTIC TIP,6370200000,TOBACCO,BLUNT'S,,,,
smoking-03481,smoking,BLACK & MILD CASINO PLASTIC,070137112778,TOBACCO,BLUNT'S,,,,
smoking-03482,smoking,BLACK & MILD CHRY WINE PLASTIC,070137100058,TOBACCO,BLUNT'S,,,,
smoking-03483,smoking,BLACK & MILD JAZZ PLASTIC TIP,070137112655,TOBACCO,BLUNT'S,,,,
smoking-03484,smoking,BLACK & MILD JAZZ PLASTIC TIP,"070137211174,070137215592",TOBACCO,BLUNT'S,,,,
smoking-03485,smoking,BLACK & MILD JAZZ WOOD TIP,070137111221,TOBACCO,BLUNT'S,,,,
smoking-03486,smoking,BLACK & MILD JAZZ WOOD TIP,070137211167,TOBACCO,BLUNT'S,,,,
smoking-03487,smoking,BLACK & MILD ORIGINAL PLASTIC TIP,070137100188,TOBACCO,BLUNT'S,,,,
smoking-03488,smoking,BLACK & MILD ORIGINAL PLASTIC TIP,"070137839620,070137000181",TOBACCO,BLUNT'S,,,,
smoking-03489,smoking,BLACK & MILD ORIGINAL WOOD TIP,070137105251,TOBACCO,BLUNT'S,,,,
smoking-03490,smoking,BLACK & MILD SELECT PLASTIC TIP,070137105381,TOBACCO,BLUNT'S,,,,
smoking-03491,smoking,BLACK & MILD WINE PLASTIC TIP,070137000235,TOBACCO,BLUNT'S,,,,
smoking-03492,smoking,BLACK & MILD WINE PLASTIC TIP,070137105237,TOBACCO,BLUNT'S,,,,
smoking-03493,smoking,BLACK & MILD WINE WOOD TIP,070137105299,TOBACCO,BLUNT'S,,,,
smoking-03494,smoking,CIGNATURE BANANA MONEYBAG OG,676737897888,TOBACCO,BLUNT'S,,,,
smoking-03495,smoking,CIGNATURE BLACK CHERRY SOULJA BOY,655457485322,TOBACCO,BLUNT'S,,,,
smoking-03496,smoking,CIGNATURE HONEY T.I.,676737764685,TOBACCO,BLUNT'S,,,,
smoking-03497,smoking,CIGNATURE SWEET AROMATIC LIL DURK,655457297840,TOBACCO,BLUNT'S,,,,
smoking-03498,smoking,DUTCH BERRY FUSION,071610496682,TOBACCO,BLUNT'S,,,,
smoking-03499,smoking,DUTCH BERRY FUSION 2PK,071610203648,TOBACCO,BLUNT'S,,,,
smoking-03500,smoking,DUTCH BLUE DREAM FUSION,"071610203655,071610202702",TOBACCO,BLUNT'S,,,,
smoking-03501,smoking,DUTCH DIAMOND FUSION,071610203785,TOBACCO,BLUNT'S,,,,
smoking-03502,smoking,DUTCH GOLD 2PK,"071610203686,071610203259",TOBACCO,BLUNT'S,,,,
smoking-03503,smoking,DUTCH GREEN ENVY,"071610211889,071610211896",TOBACCO,BLUNT'S,,,,
smoking-03504,smoking,DUTCH GREEN ENVY 2PK,071610202924,TOBACCO,BLUNT'S,,,,
smoking-03505,smoking,DUTCH HONEY,071610496088,TOBACCO,BLUNT'S,,,,
smoking-03506,smoking,DUTCH HONEY 2PK,071610203662,TOBACCO,BLUNT'S,,,,
smoking-03507,smoking,DUTCH IRISH,"071610203679,071610495241",TOBACCO,BLUNT'S,,,,
smoking-03508,smoking,DUTCH JAVA,"071610203600,071610496569",TOBACCO,BLUNT'S,,,,
smoking-03509,smoking,DUTCH LEAF REAL SWEET 2PK,071610203037,TOBACCO,BLUNT'S,,,,
smoking-03510,smoking,DUTCH LEAF RIPE BERRY 2PK,071610203075,TOBACCO,BLUNT'S,,,,
smoking-03511,smoking,DUTCH LEAF TOBACCO 2PK,071610203051,TOBACCO,BLUNT'S,,,,
smoking-03512,smoking,DUTCH OG FUSION,"071610203273,071610203693",TOBACCO,BLUNT'S,,,,
smoking-03513,smoking,DUTCH PLATINUM FUSION,071610203525,TOBACCO,BLUNT'S,,,,
smoking-03514,smoking,DUTCH ROYAL HAZE,071610202870,TOBACCO,BLUNT'S,,,,
smoking-03515,smoking,DUTCH RUM FUSION 2PK,071610496163,TOBACCO,BLUNT'S,,,,
smoking-03516,smoking,DUTCH SILVER,"071610203617,071610505643",TOBACCO,BLUNT'S,,,,
smoking-03517,smoking,DUTCH SUNSET DREAM,"071610203853,071610203846",TOBACCO,BLUNT'S,,,,
smoking-03518,smoking,DUTCH SWEET,071610505728,TOBACCO,BLUNT'S,,,,
smoking-03519,smoking,DUTCH TROPICAL,"071610203822,071610203839",TOBACCO,BLUNT'S,,,,
smoking-03520,smoking,Dutch,071610202559,TOBACCO,BLUNT'S,,,,
smoking-03521,smoking,Dutch Atomic Fusion 2pk,071610495203,TOBACCO,BLUNT'S,,,,
smoking-03522,smoking,Dutch Mint Fusion 2pk,071610496606,TOBACCO,BLUNT'S,,,,
smoking-03523,smoking,FULLY TWISTED CIGARILLO LEMON,815970021159,TOBACCO,BLUNT'S,,,,
smoking-03524,smoking,FULLY TWISTED GELATO 33,815970021180,TOBACCO,BLUNT'S,,,,
smoking-03525,smoking,FULLY TWISTED SHER BET,815970021203,TOBACCO,BLUNT'S,,,,
smoking-03526,smoking,FULLY TWISTED SPACE FRUIT,815970021128,TOBACCO,BLUNT'S,,,,
smoking-03527,smoking,FULLY TWISTED TANGERINE,815970021173,TOBACCO,BLUNT'S,,,,
smoking-03528,smoking,GAME,031700050149,TOBACCO,BLUNT'S,,,,
smoking-03529,smoking,GAME 2PK,031700049174,TOBACCO,BLUNT'S,,,,
smoking-03530,smoking,GAME BLACK SAPPHIRE,031700056653,TOBACCO,BLUNT'S,,,,
smoking-03531,smoking,GAME BLACK SWEETS,031700058152,TOBACCO,BLUNT'S,,,,
smoking-03532,smoking,GAME BLACKCHERRY 2PK,031700050125,TOBACCO,BLUNT'S,,,,
smoking-03533,smoking,GAME BLACKSWEETS,031700049204,TOBACCO,BLUNT'S,,,,
smoking-03534,smoking,GAME BLUE 2PK,"031700058077,031700049235",TOBACCO,BLUNT'S,,,,
smoking-03535,smoking,GAME DIAMOND,"031700055458,031700055441",TOBACCO,BLUNT'S,,,,
smoking-03536,smoking,GAME DIAMOND,031700055540,TOBACCO,BLUNT'S,,,,
smoking-03537,smoking,GAME DIAMOND,031700058114,TOBACCO,BLUNT'S,,,,
smoking-03538,smoking,GAME FOIL GRAPE 2PK,031700049211,TOBACCO,BLUNT'S,,,,
smoking-03539,smoking,GAME GRAPE,031700009086,TOBACCO,BLUNT'S,,,,
smoking-03540,smoking,GAME GRAPE,031700058053,TOBACCO,BLUNT'S,,,,
smoking-03541,smoking,GAME GREEN,031700009093,TOBACCO,BLUNT'S,,,,
smoking-03542,smoking,GAME GREEN,031700058060,TOBACCO,BLUNT'S,,,,
smoking-03543,smoking,GAME HARD LEMONADE,031700057520,TOBACCO,BLUNT'S,,,,
smoking-03544,smoking,GAME HONEY,031700009154,TOBACCO,BLUNT'S,,,,
smoking-03545,smoking,GAME HONEY,"031700058039,031700049198",TOBACCO,BLUNT'S,,,,
smoking-03546,smoking,GAME LEAF BLACK CHERRY,031700057384,TOBACCO,BLUNT'S,,,,
smoking-03547,smoking,GAME LEAF BLACK RASPBERRY,031700058862,TOBACCO,BLUNT'S,,,,
smoking-03548,smoking,GAME LEAF COGNAC,031700055175,TOBACCO,BLUNT'S,,,,
smoking-03549,smoking,GAME LEAF CREME,031700059012,TOBACCO,BLUNT'S,,,,
smoking-03550,smoking,GAME LEAF DARK,031700059876,TOBACCO,BLUNT'S,,,,
smoking-03551,smoking,GAME LEAF DARK,"6312800000,031700058787",TOBACCO,BLUNT'S,,,,
smoking-03552,smoking,GAME LEAF DARK RUM,031700058459,TOBACCO,BLUNT'S,,,,
smoking-03553,smoking,GAME LEAF MANGO,031700057759,TOBACCO,BLUNT'S,,,,
smoking-03554,smoking,GAME LEAF NATURAL,031700055144,TOBACCO,BLUNT'S,,,,
smoking-03555,smoking,GAME LEAF NATURAL,031700058183,TOBACCO,BLUNT'S,,,,
smoking-03556,smoking,GAME LEAF PINEAPPLE,031700058428,TOBACCO,BLUNT'S,,,,
smoking-03557,smoking,GAME LEAF SWEET AROMATIC,031700055151,TOBACCO,BLUNT'S,,,,
smoking-03558,smoking,GAME LEAF TROPICAL,031700058824,TOBACCO,BLUNT'S,,,,
smoking-03559,smoking,GAME LEAF WHITE CHOCOLATE,031700059296,TOBACCO,BLUNT'S,,,,
smoking-03560,smoking,GAME LEAF WHITE RUSSIAN,031700058169,TOBACCO,BLUNT'S,,,,
smoking-03561,smoking,GAME LEAF WHITE RUSSIAN,031700059937,TOBACCO,BLUNT'S,,,,
smoking-03562,smoking,GAME LEAF WILD BERRY,031700055168,TOBACCO,BLUNT'S,,,,
smoking-03563,smoking,GAME MANGO,"031700049976,031700058107",TOBACCO,BLUNT'S,,,,
smoking-03564,smoking,GAME MINIS DIAMOND,031700057087,TOBACCO,BLUNT'S,,,,
smoking-03565,smoking,GAME MINIS SWEET,031700057094,TOBACCO,BLUNT'S,,,,
smoking-03566,smoking,GAME NATURAL SILVER,031700009130,TOBACCO,BLUNT'S,,,,
smoking-03567,smoking,GAME NATURAL SILVER,031700058138,TOBACCO,BLUNT'S,,,,
smoking-03568,smoking,GAME PINEAPPLE,031700058121,TOBACCO,BLUNT'S,,,,
smoking-03569,smoking,GAME RED RUBY,031700059210,TOBACCO,BLUNT'S,,,,
smoking-03570,smoking,GAME RED SWEETS,031700049761,TOBACCO,BLUNT'S,,,,
smoking-03571,smoking,GAME RED SWEETS,"031700058145,031700049389",TOBACCO,BLUNT'S,,,,
smoking-03572,smoking,GAME STRAWBERRY COLADA,031700056684,TOBACCO,BLUNT'S,,,,
smoking-03573,smoking,GAME WHITE GRAPE,031700058046,TOBACCO,BLUNT'S,,,,
smoking-03574,smoking,GAME WHITE PEACH,031700055519,TOBACCO,BLUNT'S,,,,
smoking-03575,smoking,GAME WHITE PEACH,031700058091,TOBACCO,BLUNT'S,,,,
smoking-03576,smoking,GARCIA VEGA NATURAL BROWN,"031700055274,031700055113",TOBACCO,BLUNT'S,,,,
smoking-03577,smoking,GARCIA VEGA NATURAL GREEN,031700059098,TOBACCO,BLUNT'S,,,,
smoking-03578,smoking,GARCIA VEGA NATURAL SWEETS,"031700055267,031700055137",TOBACCO,BLUNT'S,,,,
smoking-03579,smoking,JUNGO LEAF HONEY BOURBON CIGARILLOS,850057661507,TOBACCO,BLUNT'S,,,,
smoking-03580,smoking,OPTIMO DIAMOND,025900244149,TOBACCO,BLUNT'S,,,,
smoking-03581,smoking,OPTIMO SILVER,025900243050,TOBACCO,BLUNT'S,,,,
smoking-03582,smoking,OPTIMO SWEET,025900243012,TOBACCO,BLUNT'S,,,,
smoking-03583,smoking,SWISHER BANANA SMASH,025900226824,TOBACCO,BLUNT'S,,,,
smoking-03584,smoking,SWISHER BLACK,025900204204,TOBACCO,BLUNT'S,,,,
smoking-03585,smoking,SWISHER BLK BERRY,025900235482,TOBACCO,BLUNT'S,,,,
smoking-03586,smoking,SWISHER BLK CHERRY,025900236519,TOBACCO,BLUNT'S,,,,
smoking-03587,smoking,SWISHER BLK COCOA,025900236762,TOBACCO,BLUNT'S,,,,
smoking-03588,smoking,SWISHER BLK COCOA,025900245740,TOBACCO,BLUNT'S,,,,
smoking-03589,smoking,SWISHER BLK GRAPE,"025900236526,025900236892",TOBACCO,BLUNT'S,,,,
smoking-03590,smoking,SWISHER BLK SMOOTH,"025900236878,025900236502",TOBACCO,BLUNT'S,,,,
smoking-03591,smoking,SWISHER BLK WINE,"025900236540,025900236915",TOBACCO,BLUNT'S,,,,
smoking-03592,smoking,SWISHER COASTAL COCKTAIL,"025900225438,025900226831",TOBACCO,BLUNT'S,,,,
smoking-03593,smoking,SWISHER DIAMOND,025900229832,TOBACCO,BLUNT'S,,,,
smoking-03594,smoking,SWISHER GOLD,025900279318,TOBACCO,BLUNT'S,,,,
smoking-03595,smoking,SWISHER GRAPE,025900227340,TOBACCO,BLUNT'S,,,,
smoking-03596,smoking,SWISHER GREEN,"025900129569,025900227425",TOBACCO,BLUNT'S,,,,
smoking-03597,smoking,SWISHER GREEN 2PK,025900227395,TOBACCO,BLUNT'S,,,,
smoking-03598,smoking,SWISHER HONEY BANANA,025900229894,TOBACCO,BLUNT'S,,,,
smoking-03599,smoking,SWISHER LEAF COGNAC,025900259532,TOBACCO,BLUNT'S,,,,
smoking-03600,smoking,SWISHER LEGEND DIAMOND LEAF CIGARILLOS 2PK,025900221096,TOBACCO,BLUNT'S,,,,
smoking-03601,smoking,SWISHER LEGEND MAUI MANGO LEAF CIGARILLOS 2PK,025900221119,TOBACCO,BLUNT'S,,,,
smoking-03602,smoking,SWISHER LEGEND ORIGINAL LEAF CIGARILLOS 2PK,025900221089,TOBACCO,BLUNT'S,,,,
smoking-03603,smoking,SWISHER MANGO LEMONADE,025900239275,TOBACCO,BLUNT'S,,,,
